Class	Type	Prop	Disabled
FirstPersonCameraContinuedSettings	bool	ShowGameUI	
FirstPersonCameraContinuedSettings	bool	ShowInfoBox	
FirstPersonCameraContinuedSettings	bool	ShowPIPMarker	
FirstPersonCameraContinuedSettings	bool	ShowPIPOnEnter	
FirstPersonCameraContinuedSettings	bool	ShowPIPUndergroundView	
FirstPersonCameraContinuedSettings	bool	ShowSpeed	
FirstPersonCameraContinuedSettings	Enums.ShowStopStrip	ShowStopStrip	
FirstPersonCameraContinuedSettings	bool	ShowVehicleType	
FirstPersonCameraContinuedSettings	Enums.StopStripDisplayMode	StopStripDisplayMode	
FirstPersonCameraContinuedSettings	float	TransitionSpeedFactor	
FiveTwentyNineTilesSettings	bool	AssignToMilestones	
FiveTwentyNineTilesSettings	bool	ExtraTilesAtEnd	
FiveTwentyNineTilesSettings	bool	ExtraTilesAtStart	
FiveTwentyNineTilesSettings	bool	NoStartingTiles	
FiveTwentyNineTilesSettings	bool	RelockAllTiles	
FiveTwentyNineTilesSettings	bool	UnlockAll	
FiveTwentyNineTilesSettings	bool	UnlockNone	
FiveTwentyNineTilesSettings	float	UpkeepMultiplier	
FPSLimiterSettings	int	InGame	
FPSLimiterSettings	bool	InGameLimitEnabled	
FPSLimiterSettings	int	Menu	
FPSLimiterSettings	bool	MenuLimitEnabled	
FPSLimiterSettings	int	Paused	
FPSLimiterSettings	bool	PausedLimitEnabled	
GhostwriterSettings	bool	ActiveEventsEnabled	
GhostwriterSettings	int	ActiveEventsIntervalMinutes	
GhostwriterSettings	string	ApiKey	TRUE
GhostwriterSettings	string	ApiKeyStatus	TRUE
GhostwriterSettings	bool	AutoSessionStartOnSaveLoad	
GhostwriterSettings	int	IntervalMinutes	
GhostwriterSettings	bool	MapRefreshEnabled	
GhostwriterSettings	int	MapRefreshMinutes	
GhostwriterSettings	string	Model	
GhostwriterSettings	string	OllamaBaseUrl	
GhostwriterSettings	LlmProvider	Provider	
GhostwriterSettings	bool	RevealApiKey	TRUE
GhostwriterSettings	bool	ShowToolCalls	
GottaGoFastSettings	bool	Enable	
HallOfFameSettings	int	ArcheologistScreenshotWeight	
HallOfFameSettings	string	BaseUrl	
HallOfFameSettings	bool	CreateLocalScreenshot	
HallOfFameSettings	string	CreatorID	
HallOfFameSettings	string	CreatorName	
HallOfFameSettings	string	CreatorsScreenshotSaveDirectory	
HallOfFameSettings	bool	DisableGlobalIllumination	
HallOfFameSettings	bool	EnableLoadingScreenBackground	
HallOfFameSettings	bool	EnableMainMenuSlideshow	
HallOfFameSettings	bool	IsParadoxAccountID	
HallOfFameSettings	ProxyBinding	KeyBindingForceEnableMainMenuSlideshow	
HallOfFameSettings	ProxyBinding	KeyBindingLike	
HallOfFameSettings	ProxyBinding	KeyBindingNext	
HallOfFameSettings	ProxyBinding	KeyBindingPrevious	
HallOfFameSettings	ProxyBinding	KeyBindingToggleMenu	
HallOfFameSettings	string	NamesTranslationMode	
HallOfFameSettings	string	ParadoxModsBrowsingPreference	
HallOfFameSettings	int	PopularScreenshotWeight	
HallOfFameSettings	int	RandomScreenshotWeight	
HallOfFameSettings	int	RecentScreenshotWeight	
HallOfFameSettings	string	SavedScreenshotDescription	
HallOfFameSettings	bool	SavedShareModIdsPreference	
HallOfFameSettings	bool	SavedShareRenderSettingsPreference	
HallOfFameSettings	string	ScreenshotResolution	
HallOfFameSettings	string	ScreenshotToLoad	
HallOfFameSettings	bool	ShowCreatorSocials	
HallOfFameSettings	bool	ShowFeaturedAsset	
HallOfFameSettings	bool	ShowViewCount	
HallOfFameSettings	int	SupporterScreenshotWeight	
HallOfFameSettings	int	TrendingScreenshotWeight	
HallOfFameSettings	int	ViewMaxAge	
HideBuildingsNotificationSettings	bool	hideBuldingNotifications	
HistoricalStartSettings	bool	UnlockAllHighways	
HistoricalStartSettings	bool	UnlockBasicHighways	
HistoricalStartSettings	bool	UnlockBus	
HistoricalStartSettings	bool	UnlockDistricts	
HistoricalStartSettings	bool	UnlockFarming	
HistoricalStartSettings	bool	UnlockMining	
HistoricalStartSettings	bool	UnlockOil	
HistoricalStartSettings	bool	UnlockShips	
HistoricalStartSettings	bool	UnlockTrains	
HistoricalStartSettings	bool	UnlockTrams	
HoverColorsSettings	float	DistrictA	
HoverColorsSettings	float	DistrictB	
HoverColorsSettings	bool	DistrictColorEnabled	
HoverColorsSettings	float	DistrictG	
HoverColorsSettings	float	DistrictR	
HoverColorsSettings	float	FillA	
HoverColorsSettings	float	GuidelineBackupDashedB	
HoverColorsSettings	int	GuidelineBackupDashedColorPreset	
HoverColorsSettings	float	GuidelineBackupDashedG	
HoverColorsSettings	float	GuidelineBackupDashedR	
HoverColorsSettings	float	GuidelineBackupLinesA	
HoverColorsSettings	float	GuidelineBackupLinesB	
HoverColorsSettings	int	GuidelineBackupLinesColorPreset	
HoverColorsSettings	float	GuidelineBackupLinesG	
HoverColorsSettings	float	GuidelineBackupLinesR	
HoverColorsSettings	int	GuidelineBackupOpacityPercent	
HoverColorsSettings	float	GuidelineBackupPreviewA	
HoverColorsSettings	float	GuidelineBackupPreviewB	
HoverColorsSettings	int	GuidelineBackupPreviewColorPreset	
HoverColorsSettings	float	GuidelineBackupPreviewG	
HoverColorsSettings	float	GuidelineBackupPreviewR	
HoverColorsSettings	float	GuidelineDashedB	
HoverColorsSettings	int	GuidelineDashedColorPreset	
HoverColorsSettings	float	GuidelineDashedG	
HoverColorsSettings	float	GuidelineDashedR	
HoverColorsSettings	int	GuidelineDefaultPercent	
HoverColorsSettings	float	GuidelineLinesA	
HoverColorsSettings	float	GuidelineLinesB	
HoverColorsSettings	int	GuidelineLinesColorPreset	
HoverColorsSettings	float	GuidelineLinesG	
HoverColorsSettings	float	GuidelineLinesR	
HoverColorsSettings	int	GuidelineOpacityPercent	
HoverColorsSettings	float	GuidelinePreviewA	
HoverColorsSettings	float	GuidelinePreviewB	
HoverColorsSettings	int	GuidelinePreviewColorPreset	
HoverColorsSettings	float	GuidelinePreviewG	
HoverColorsSettings	float	GuidelinePreviewR	
HoverColorsSettings	bool	GuidelineVanillaToggleActive	
HoverColorsSettings	bool	GuidelineVanillaToggleHasBackup	
HoverColorsSettings	float	OutlineA	
HoverColorsSettings	float	OutlineB	
HoverColorsSettings	float	OutlineG	
HoverColorsSettings	float	OutlineR	
HoverColorsSettings	float	OwnerA	
HoverColorsSettings	float	OwnerB	
HoverColorsSettings	float	OwnerG	
HoverColorsSettings	float	OwnerR	
HoverColorsSettings	bool	PanelTooltipsEnabled	
HoverColorsSettings	float	Preset1A	
HoverColorsSettings	float	Preset1B	
HoverColorsSettings	float	Preset1FillA	
HoverColorsSettings	float	Preset1G	
HoverColorsSettings	int	Preset1GuidelinePercent	
HoverColorsSettings	float	Preset1R	
HoverColorsSettings	float	Preset2A	
HoverColorsSettings	float	Preset2B	
HoverColorsSettings	float	Preset2FillA	
HoverColorsSettings	float	Preset2G	
HoverColorsSettings	int	Preset2GuidelinePercent	
HoverColorsSettings	float	Preset2R	
HoverColorsSettings	bool	SpecializedIndustryAreasSuppressed	
HoverColorsSettings	bool	SpecializedIndustryAreasSuppressionInitialized	
HoverColorsSettings	bool	SurfaceToolAreasSuppressed	
HoverColorsSettings	ProxyBinding	TogglePanelBinding	
HoverColorsSettings	ProxyBinding	TogglePresetBinding	
HoverColorsSettings	ProxyBinding	ToggleSurfaceToolAreasBinding	
HoverColorsSettings	int	ToolColorMode	
HoverColorsSettings	bool	UseCustomColorsForNetLanes	
HoverColorsSettings	bool	UseDarkerPanel	
HoverColorsSettings	bool	UseOverlapWarningColor	
I18NEverywhereSettings	bool	LoadLanguagePacks	
I18NEverywhereSettings	string	LocaleType	
I18NEverywhereSettings	bool	LogKey	
I18NEverywhereSettings	bool	Overwrite	
I18NEverywhereSettings	bool	Restrict	
I18NEverywhereSettings	string	SelectedModDropDown	TRUE
I18NEverywhereSettings	bool	SuppressNullError	
I18NEverywhereSettings	bool	UseNewModDetectMethod	
ImageOverlaySettings	float	Alpha	
ImageOverlaySettings	ProxyBinding	DecreaseSizeBinding	
ImageOverlaySettings	ProxyBinding	DecreaseSizeLargeBinding	
ImageOverlaySettings	ProxyBinding	IncreaseSizeBinding	
ImageOverlaySettings	ProxyBinding	IncreaseSizeLargeBinding	
ImageOverlaySettings	ProxyBinding	MoveDownBinding	
ImageOverlaySettings	ProxyBinding	MoveDownLargeBinding	
ImageOverlaySettings	ProxyBinding	MoveEastBinding	
ImageOverlaySettings	ProxyBinding	MoveEastLargeBinding	
ImageOverlaySettings	ProxyBinding	MoveNorthBinding	
ImageOverlaySettings	ProxyBinding	MoveNorthLargeBinding	
ImageOverlaySettings	ProxyBinding	MoveSouthBinding	
ImageOverlaySettings	ProxyBinding	MoveSouthLargeBinding	
ImageOverlaySettings	ProxyBinding	MoveUpBinding	
ImageOverlaySettings	ProxyBinding	MoveUpLargeBinding	
ImageOverlaySettings	ProxyBinding	MoveWestBinding	
ImageOverlaySettings	ProxyBinding	MoveWestLargeBinding	
ImageOverlaySettings	float	OverlayPosX	
ImageOverlaySettings	float	OverlayPosY	
ImageOverlaySettings	float	OverlayPosZ	
ImageOverlaySettings	float	OverlayRotation	
ImageOverlaySettings	float	OverlaySize	
ImageOverlaySettings	ProxyBinding	RotateLeftBinding	
ImageOverlaySettings	ProxyBinding	RotateLeftLargeBinding	
ImageOverlaySettings	ProxyBinding	RotateRightBinding	
ImageOverlaySettings	ProxyBinding	RotateRightLargeBinding	
ImageOverlaySettings	string	SelectedOverlay	
ImageOverlaySettings	bool	ShowThroughTerrain	
ImageOverlaySettings	ProxyBinding	ToggleBinding	
IndustriesExtendedSettings	float	ExtractorCompanyExportMultiplier	
IndustriesExtendedSettings	float	ExtractorProductionEfficiency	
InfoLoomTwoSettings	int	adultAgeLimit	
InfoLoomTwoSettings	int	comResDemValue	
InfoLoomTwoSettings	int	crimeColorA	
InfoLoomTwoSettings	int	crimeColorB	
InfoLoomTwoSettings	int	crimeColorG	
InfoLoomTwoSettings	int	crimeColorR	
InfoLoomTwoSettings	int	elderAgeLimit	
InfoLoomTwoSettings	bool	enableDemandChirps	
InfoLoomTwoSettings	bool	enableElectrictyChirps	
InfoLoomTwoSettings	bool	enableHomelessChirps	
InfoLoomTwoSettings	bool	enableUnderemploymentChirps	
InfoLoomTwoSettings	bool	enableUnemploymentChirps	
InfoLoomTwoSettings	bool	enableWaterAndSweageChirps	
InfoLoomTwoSettings	bool	exportDemoCityWide	
InfoLoomTwoSettings	bool	exportDemoEducationCols	
InfoLoomTwoSettings	bool	exportDemoEmploymentCols	
InfoLoomTwoSettings	bool	exportDemoFiveYear	
InfoLoomTwoSettings	bool	exportDemographics	
InfoLoomTwoSettings	bool	exportDemoLifecycle	
InfoLoomTwoSettings	bool	exportDemoPerAge	
InfoLoomTwoSettings	bool	exportDemoTenYear	
InfoLoomTwoSettings	bool	exportDemoTotals	
InfoLoomTwoSettings	int	exportFilesRetentionCount	
InfoLoomTwoSettings	bool	exportReplaceExisting	
InfoLoomTwoSettings	bool	exportWorkforce	
InfoLoomTwoSettings	bool	exportWorkforceCityWide	
InfoLoomTwoSettings	bool	exportWorkplaces	
InfoLoomTwoSettings	bool	exportWorkplacesCityWide	
InfoLoomTwoSettings	int	fireHazardColorA	
InfoLoomTwoSettings	int	fireHazardColorB	
InfoLoomTwoSettings	int	fireHazardColorG	
InfoLoomTwoSettings	int	fireHazardColorR	
InfoLoomTwoSettings	int	fireResponseColorA	
InfoLoomTwoSettings	int	fireResponseColorB	
InfoLoomTwoSettings	int	fireResponseColorG	
InfoLoomTwoSettings	int	fireResponseColorR	
InfoLoomTwoSettings	int	healthColorA	
InfoLoomTwoSettings	int	healthColorB	
InfoLoomTwoSettings	int	healthColorG	
InfoLoomTwoSettings	int	healthColorR	
InfoLoomTwoSettings	bool	hideBuildingSection	
InfoLoomTwoSettings	bool	hideCitizenSection	
InfoLoomTwoSettings	bool	hideDistrictSection	
InfoLoomTwoSettings	bool	hideRentSection	
InfoLoomTwoSettings	float	homelessThreshold	
InfoLoomTwoSettings	int	indResDemValue	
InfoLoomTwoSettings	float2	panelPosition	
InfoLoomTwoSettings	bool	showEffectsButton	
InfoLoomTwoSettings	int	teenAgeLimit	
InfoLoomTwoSettings	float	underemploymentThreshold	
InfoLoomTwoSettings	float	unemploymentThreshold	
InfoLoomTwoSettings	int	wellbeingColorA	
InfoLoomTwoSettings	int	wellbeingColorB	
InfoLoomTwoSettings	int	wellbeingColorG	
InfoLoomTwoSettings	int	wellbeingColorR	
IntelligentCommoditySchedulingSettings	bool	Cloud	
IntelligentCommoditySchedulingSettings	bool	DebugStats	TRUE
IntelligentCommoditySchedulingSettings	int	Level	
IntelligentCommoditySchedulingSettings	bool	StrategicStockpileRelease	
LaClockSettings	int	BlinkDurationSec	
LaClockSettings	int	BlinkPerMin	
LaClockSettings	ClockCultureEnum	ClockCultureChoice	
LaClockSettings	CultureInfo	ClockCultureInfo	
LaClockSettings	ClockFormatEnum	ClockFormatChoice	
LaClockSettings	string	ClockFormatString	
LaClockSettings	string	ClockFormatStringActual	
LaClockSettings	float	ClockSizeMultiplier	
LaClockSettings	string	ClockWidth	
LaClockSettings	bool	EnableBlink	
LodControlSettings	bool	DisableLodModels	
LodControlSettings	float	LevelOfDetail	
LodControlSettings	ProxyBinding	Preset1Binding	
LodControlSettings	float	Preset1Value	
LodControlSettings	ProxyBinding	Preset2Binding	
LodControlSettings	float	Preset2Value	
LodControlSettings	ProxyBinding	Preset3Binding	
LodControlSettings	float	Preset3Value	
LodControlSettings	ProxyBinding	ToggleDisableLodModelsBinding	
LuminaSettings	bool	EnableDebugLogging	TRUE
LuminaSettings	bool	EnableLuminaVolume	
LuminaSettings	bool	EnablePerformanceMode	
LuminaSettings	bool	IsContactShadows	
LuminaSettings	bool	isSCGIInterventionEnabled	
LuminaSettings	bool	LatitudeAndLongitudeAdjustments	
LuminaSettings	ReplaceRoadWearSystem	m_ReplaceRoadWearSystem	
LuminaSettings	bool	MetroFrameworkEnabled	TRUE
LuminaSettings	bool	ReloadAllPackagesOnRestart	
LuminaSettings	bool	SaveAutomatically	
LuminaSettings	bool	ScreenSpaceAmbientOcclusion	
LuminaSettings	bool	UseRoadTextures	
LuminaSettings	bool	UseTimeOfDaySlider	
MagicGarbageSettings	int	GarbageAccumulationRate	
MagicGarbageSettings	int	GarbageDispatchRequestThreshold	
MagicGarbageSettings	int	GarbageFacilityProcessingMultiplier	
MagicGarbageSettings	int	GarbageFacilityStorageMultiplier	
MagicGarbageSettings	int	GarbageFacilityVehicleMultiplier	
MagicGarbageSettings	int	GarbageHappinessBaseline	
MagicGarbageSettings	int	GarbageHappinessStep	
MagicGarbageSettings	int	GarbagePickupThreshold	
MagicGarbageSettings	int	GarbageTruckCapacityMultiplier	
MagicGarbageSettings	bool	PowerUserOptions	
MagicGarbageSettings	bool	PriorityAssistEnabled	
MagicGarbageSettings	bool	TotalMagic	
MagicGarbageSettings	bool	TrashBossEnabled	
MagicHearseSettings	bool	ControlWorkers	
MagicHearseSettings	bool	EnableMagicHearse	
MagicHearseSettings	int	FleetScalar	
MagicHearseSettings	bool	FuneralDirector	
MagicHearseSettings	int	HearseSpeedScalar	
MagicHearseSettings	int	ProcScalar	
MagicHearseSettings	int	StorageScalar	
MagicHearseSettings	int	WorkersScalar	
MagicMailSettings	bool	ChangeCapacity	
MagicMailSettings	bool	FixMailOverflow	
MagicMailSettings	bool	NotFirstTime	
MagicMailSettings	bool	PO_GetLocalMail	
MagicMailSettings	int	PO_GettingPercentage	
MagicMailSettings	int	PO_GettingThresholdPercentage	
MagicMailSettings	int	PO_OverflowPercentage	
MagicMailSettings	int	PostVanFleetSizePercentage	
MagicMailSettings	int	PostVanMailLoadPercentage	
MagicMailSettings	int	PSF_GettingPercentage	
MagicMailSettings	int	PSF_GettingThresholdPercentage	
MagicMailSettings	bool	PSF_GetUnsortedMail	
MagicMailSettings	int	PSF_OverflowPercentage	
MagicMailSettings	int	PSF_SortingSpeedPercentage	
MagicMailSettings	int	PSF_StorageCapacityPercentage	
MagicMailSettings	int	TruckCapacityPercentage	
MapExtSettings	float	CompanyShoppingMaxCost	
MapExtSettings	int	CurrentPetCount	TRUE
MapExtSettings	bool	DashboardDefaultActivity	TRUE
MapExtSettings	bool	DashboardDefaultCityStats	TRUE
MapExtSettings	bool	DashboardDefaultCommercial	TRUE
MapExtSettings	bool	DashboardDefaultMisc	TRUE
MapExtSettings	bool	DashboardDefaultResidential	TRUE
MapExtSettings	string	DetectedSaveCoreValue	TRUE
MapExtSettings	bool	DisableLoadGameValidation	TRUE
MapExtSettings	bool	DisableWorldBackdrop	
MapExtSettings	string	DisplayedCellMapSystemValue	TRUE
MapExtSettings	string	DisplayedMapSize	TRUE
MapExtSettings	string	DisplayedTerrainSystemValue	TRUE
MapExtSettings	string	DisplayedWaterSystemValue	TRUE
MapExtSettings	EditorCollisionSkipMode	EditorCollisionSkip	
MapExtSettings	float	EmergencyMaxCost	
MapExtSettings	bool	EnableDemandEcoSystem	
MapExtSettings	bool	EnableDownstreamAIEcoSystem	
MapExtSettings	bool	EnableHouseholdPropertyEcoSystem	
MapExtSettings	bool	EnableJobSearchEcoSystem	
MapExtSettings	bool	EnableRescueDebugLog	TRUE
MapExtSettings	bool	EnableResidentAIEcoSystem	
MapExtSettings	bool	EnableResourceBuyerEcoSystem	
MapExtSettings	bool	EnableVanillaConversion	
MapExtSettings	bool	EnableVehicleRescue	TRUE
MapExtSettings	float	FindHomeMaxCost	
MapExtSettings	float	FindJobMaxCost	
MapExtSettings	float	FindSchoolCollegeMaxCost	
MapExtSettings	float	FindSchoolElementaryMaxCost	
MapExtSettings	float	FindSchoolHighSchoolMaxCost	
MapExtSettings	float	FindSchoolUniversityMaxCost	
MapExtSettings	int	HomelessSeekerCap	
MapExtSettings	int	HomeSeekerCap	
MapExtSettings	float	HouseholdResourceDemandMultiplier	
MapExtSettings	bool	isEnableEconomyFix	
MapExtSettings	int	JobSeekerCap	
MapExtSettings	int	LandValueEnvironmentEffect	
MapExtSettings	int	LandValueFactorCommercial	
MapExtSettings	int	LandValueFactorIndustrial	
MapExtSettings	int	LandValueFactorResidential	
MapExtSettings	float	LeisureMaxCost	
MapExtSettings	int	LevelFactorCommercial	
MapExtSettings	int	LevelFactorIndustrial	
MapExtSettings	int	LevelFactorResidential	
MapExtSettings	bool	NoDogsGeneration	
MapExtSettings	bool	NoDogsOnStreet	
MapExtSettings	bool	NoDogsPurge	
MapExtSettings	bool	NoThroughTraffic	
MapExtSettings	PatchModeSetting	PatchModeChoice	
MapExtSettings	int	PathfindRequestCap	
MapExtSettings	string	PopDiagData	TRUE
MapExtSettings	int	RentMultiplierCommercial	
MapExtSettings	int	RentMultiplierIndustrial	
MapExtSettings	int	RentMultiplierResidential	
MapExtSettings	int	ServiceBonusCapMultiplier	
MapExtSettings	float	ShoppingMaxCost	
MapExtSettings	float	ShoppingTrafficReduction	
MapExtSettings	bool	TerrainBrushRoadBlock	
MapExtSettings	float	TerrainBrushRoadMargin	
MapExtSettings	bool	TerrainBufferPrealloc	
MapExtSettings	bool	TerrainCascadeThrottle	
MapExtSettings	bool	TerrainCullThrottle	
MapExtSettings	TerrainResolutionSetting	TerrainResolution	
MapExtSettings	int	UIDetailPanelWidth	
MapExtSettings	int	UIFontSize	
MapExtSettings	int	UIMenuPanelWidth	
MapExtSettings	int	UIPanelHeight	
MapExtSettings	WaterResolutionSetting	WaterResolution	
MapExtSettings	WaterSimQualitySetting	WaterSimQuality	
MapExtSettings	WaterTextureFormatSetting	WaterTextureFormat	
MouseLightSettings	float	Blue	
MouseLightSettings	bool	EnableCursorLight	
MouseLightSettings	float	Green	
MouseLightSettings	float	IntensityMultiplier	
MouseLightSettings	float	RangeMultiplier	
MouseLightSettings	float	Red	
MoveItSettings	ProxyBinding	ApplyMimic	
MoveItSettings	ProxyBinding	CancelMimic	
MoveItSettings	bool	ExtraDebugLogging	
MoveItSettings	bool	HasShownMConflictPanel	
MoveItSettings	bool	HideMoveItIcon	
MoveItSettings	bool	InvertRotation	
MoveItSettings	ProxyBinding	Key_DebugClear	
MoveItSettings	ProxyBinding	Key_DebugFreeze	
MoveItSettings	ProxyBinding	Key_Dejank	
MoveItSettings	ProxyBinding	Key_DeselectAll	
MoveItSettings	ProxyBinding	Key_FiltersToggle	
MoveItSettings	ProxyBinding	Key_MoveDown	
MoveItSettings	ProxyBinding	Key_MoveDown2	
MoveItSettings	ProxyBinding	Key_MoveUp	
MoveItSettings	ProxyBinding	Key_MoveUp2	
MoveItSettings	ProxyBinding	Key_Redo	
MoveItSettings	ProxyBinding	Key_TB_ObjAngleGroup	
MoveItSettings	ProxyBinding	Key_TB_ObjAngleIndiv	
MoveItSettings	ProxyBinding	Key_TB_ObjectHeight	
MoveItSettings	ProxyBinding	Key_TB_TerrainHeight	
MoveItSettings	ProxyBinding	Key_ToggleManip	
MoveItSettings	ProxyBinding	Key_ToggleMarquee	
MoveItSettings	ProxyBinding	Key_ToggleTool	
MoveItSettings	ProxyBinding	Key_Undo	
MoveItSettings	bool	ShowDebugLines	
MoveItSettings	bool	ShowDebugPanel	
NavigationViewSettings	bool	Enabled	
NavigationViewSettings	int	RefreshFrequency	
NetworkToolsSettings	ProxyBinding	ApplyTransformation	
NetworkToolsSettings	bool	DebugMode	TRUE
NetworkToolsSettings	string	DistanceUnit	
NetworkToolsSettings	ProxyBinding	OpenTool1	
NetworkToolsSettings	ProxyBinding	OpenTool2	
NetworkToolsSettings	ProxyBinding	OpenTool3	
NetworkToolsSettings	ProxyBinding	OpenTool4	
NetworkToolsSettings	ProxyBinding	OpenTool5	
NetworkToolsSettings	ProxyBinding	OpenTool6	
NetworkToolsSettings	ProxyBinding	OpenTool7	
NetworkToolsSettings	ProxyBinding	OpenTool8	
NetworkToolsSettings	ProxyBinding	OpenTool9	
NetworkToolsSettings	bool	SavedAnarchyEnabled	
NetworkToolsSettings	string	SavedParameterValues	
NetworkToolsSettings	int	SavedSelectedSnaps	
NetworkToolsSettings	int	SavedSelectedTargets	
NetworkToolsSettings	int	SavedSelectedViews	
NetworkToolsSettings	ProxyBinding	ToggleToolPanel	
NoDeadTreesSettings	DeadTreeReplacementType	DeadTreeReplacementTypeDropdown	
NodeControllerSettings	bool	EnableMouseRotation	
NodeControllerSettings	ProxyBinding	ResetNodeBinding	
NodeControllerSettings	ProxyBinding	RotateLeftBinding	
NodeControllerSettings	ProxyBinding	RotateRightBinding	
NodeControllerSettings	float	StraightenAngle	
NodeControllerSettings	StraightenMode	StraightenMode	
NodeControllerSettings	ProxyBinding	StraightenNodeBinding	
NodeControllerSettings	ProxyBinding	ToggleToolBinding	
NoPollutionSettings	float	AbandonedNoisePollutionMultiplier	
NoPollutionSettings	int	AirFade	
NoPollutionSettings	float	AirMultiplier	
NoPollutionSettings	float	AirPollutionNotificationLimit	
NoPollutionSettings	float	AirPollutionSlider	
NoPollutionSettings	bool	AirPollutionToggle	
NoPollutionSettings	float	AirRadius	
NoPollutionSettings	float	DistanceExponent	
NoPollutionSettings	float	FertilityGroundMultiplier	
NoPollutionSettings	int	GroundFade	
NoPollutionSettings	float	GroundMultiplier	
NoPollutionSettings	float	GroundPollutionLandValueDivisor	
NoPollutionSettings	float	GroundPollutionNotificationLimit	
NoPollutionSettings	float	GroundPollutionSlider	
NoPollutionSettings	bool	GroundPollutionToggle	
NoPollutionSettings	float	GroundRadius	
NoPollutionSettings	GroundWaterPollutionReductionRate	GroundWaterPollutionReductionRate	
NoPollutionSettings	float	HomelessNoisePollution	
NoPollutionSettings	float	NetAirMultiplier	
NoPollutionSettings	float	NetNoiseMultiplier	
NoPollutionSettings	float	NetNoiseRadius	
NoPollutionSettings	float	NetPollutionAccumulationSlider1	
NoPollutionSettings	float	NetPollutionAccumulationSlider2	
NoPollutionSettings	float	NetPollutionSlider1	
NoPollutionSettings	float	NetPollutionSlider2	
NoPollutionSettings	bool	NetPollutionToggle	
NoPollutionSettings	float	NoiseMultiplier	
NoPollutionSettings	float	NoisePollutionNotificationLimit	
NoPollutionSettings	float	NoisePollutionSlider	
NoPollutionSettings	bool	NoisePollutionToggle	
NoPollutionSettings	float	NoiseRadius	
NoPollutionSettings	float	PlantAirMultiplier	
NoPollutionSettings	float	PlantFade	
NoPollutionSettings	float	PlantGroundMultiplier	
NoPollutionSettings	bool	WaterPollutionDecayInstantToggle	
NoPollutionSettings	int	WaterPollutionDecayRateSlider	
NoPollutionSettings	float	WindAdvectionSpeed	
NoVehicleDespawnSettings	bool	attemptReroute	
NoVehicleDespawnSettings	int	attemptRerouteFrames	
NoVehicleDespawnSettings	int	deadlockLingerFrames	
NoVehicleDespawnSettings	int	deadlockSearchDepth	
NoVehicleDespawnSettings	bool	despawnAll	
NoVehicleDespawnSettings	DespawnBehavior	despawnBehavior	
NoVehicleDespawnSettings	bool	despawnBicycles	
NoVehicleDespawnSettings	bool	despawnCommercialVehicles	
NoVehicleDespawnSettings	bool	despawnPedestrians	
NoVehicleDespawnSettings	bool	despawnPersonalVehicles	
NoVehicleDespawnSettings	bool	despawnPublicTransit	
NoVehicleDespawnSettings	bool	despawnServiceVehicles	
NoVehicleDespawnSettings	bool	despawnTaxis	
NoVehicleDespawnSettings	bool	despawnTrains	
NoVehicleDespawnSettings	bool	despawnTrams	
NoVehicleDespawnSettings	bool	highlightStuckObjects	
NoVehicleDespawnSettings	int	maxStuckObjectRemovalCount	
NoVehicleDespawnSettings	int	maxStuckObjectSpeed	
NoVehicleDespawnSettings	bool	trafficDespawnDisabled	
OSMExportSettings	bool	EnableAccurateTrams	
OSMExportSettings	bool	EnableAccurateWays	TRUE
OSMExportSettings	bool	EnableContours	
OSMExportSettings	bool	EnableMotorways	
OSMExportSettings	bool	EnableNonstandardAirplane	TRUE
OSMExportSettings	bool	EnableNonstandardBus	
OSMExportSettings	bool	EnableNonstandardShip	TRUE
OSMExportSettings	bool	EnableNonstandardSubway	
OSMExportSettings	bool	EnableNonstandardTaxi	
OSMExportSettings	bool	EnableNonstandardTrain	
OSMExportSettings	bool	EnableNonstandardTram	
OSMExportSettings	bool	EnableNonstandardTransit	
OSMExportSettings	bool	EnableTrees	
OSMExportSettings	string	FileName	TRUE
OSMExportSettings	OSMExportSystem.Direction	NorthOverride	
OSMExportSettings	OSMExportSystem.Style	Ruleset	
OSMExportSettings	int	WaterResolution	
OSMExportSettings	int	ZoomLevel	
OutsideTrafficAdjusterSettings	float	PlaneMultiplier	
OutsideTrafficAdjusterSettings	float	RoadMultiplier	
OutsideTrafficAdjusterSettings	float	ShipMultiplier	
OutsideTrafficAdjusterSettings	float	TrainMultiplier	
ParkingFeeControlSettings	bool	DebugLogging	TRUE
ParkingFeeControlSettings	bool	Enabled	
ParkingFeeControlSettings	IgnoreTagType	IgnoreTag	
ParkingFeeControlSettings	UpdateFrequency	UpdateFrequencyMinutes	
ParkingMonitorSettings	int	defaultRowsPerDistrict	
ParkingMonitorSettings	SortOrder	districtSortOrder	
ParkingMonitorSettings	InitialValue	initialState	
ParkingMonitorSettings	int	parkingRowCount	
ParkingPricingSettings	bool	EnableForLot	
ParkingPricingSettings	bool	EnableForStreet	
ParkingPricingSettings	int	MaxPriceDiscountLot	
ParkingPricingSettings	int	MaxPriceDiscountStreet	
ParkingPricingSettings	int	MaxPriceIncreaseLot	
ParkingPricingSettings	int	MaxPriceIncreaseStreet	
ParkingPricingSettings	int	StandardPriceLot	
ParkingPricingSettings	int	StandardPriceStreet	
ParkingPricingSettings	int	TargetOccupancyLot	
ParkingPricingSettings	int	TargetOccupancyStreet	
ParkingPricingSettings	UpdateFreqEnum	UpdateFreq	
PlatterSettings	bool	AllowSpawn	
